class	term	state	entity	bioguide_id	rowvalChk
II	87	GA	Q718415	R000536	1
III	87	GA	Q356029	T000035	1
I	87	HI	Q926441	F000245	1
III	87	HI	Q715129	L000425	1
II	87	IA	Q1677124	M000730	1
III	87	IA	Q886018	H000559	1
II	87	ID	Q1606695	D000585	1
II	87	ID	Q16807	J000269	1
III	87	ID	Q477169	C000388	1
II	87	IL	Q1372141	D000456	1
III	87	IL	Q1382002	D000360	1
I	87	IN	Q958399	H000297	1
III	87	IN	Q1626012	C000128	1
II	87	KS	Q1542901	P000166	1
II	87	KS	Q187983	S000138	1
III	87	KS	Q366388	C000154	1
II	87	KY	Q324970	C000758	1
III	87	KY	Q2429723	M001022	1
II	87	LA	Q363276	E000112	1
III	87	LA	Q1385418	L000428	1
I	87	MA	Q134549	K000105	1
I	87	MA	Q817374	S000517	1
II	87	MA	Q880369	S000021	1
I	87	MD	Q435110	B000271	1
III	87	MD	Q370935	B001180	1
I	87	ME	Q319867	M001121	1
II	87	ME	Q456750	S000590	1
I	87	MI	Q2086224	H000291	1
II	87	MI	Q474461	M000582	1
I	87	MN	Q380550	M000311	1
II	87	MN	Q209989	H000953	1
I	87	MO	Q962660	S001135	1
III	87	MO	Q1293946	L000415	1
I	87	MS	Q1699509	S000852	1
II	87	MS	Q723926	E000018	1
I	87	MT	Q1889152	M000113	1
II	87	MT	Q1288076	M000671	1
II	87	NC	Q795202	J000267	1
III	87	NC	Q322911	E000211	1
I	87	ND	Q963214	B001077	1
III	87	ND	Q436433	Y000047	1
I	87	NE	Q2164620	H000875	1
II	87	NE	Q442896	C001006	1
II	87	NH	Q1399059	M000486	1
II	87	NH	Q434228	B000823	1
II	87	NH	Q5997815	M001100	1
III	87	NH	Q2000103	C000802	1
I	87	NJ	Q1586255	W000502	1
II	87	NJ	Q1101305	C000220	1
I	87	NM	Q375358	M000623	1
I	87	NM	Q442195	C000338	1
II	87	NM	Q464733	A000186	1
I	87	NV	Q345564	C000120	1
III	87	NV	Q2636641	B000436	1
I	87	NY	Q356342	K000036	1
III	87	NY	Q1875906	J000064	1
I	87	OH	Q957216	Y000053	1
III	87	OH	Q888606	L000122	1
II	87	OK	Q381505	K000144	1
III	87	OK	Q279157	M000859	1
II	87	OR	Q434765	N000052	1
III	87	OR	Q676399	M001014	1
I	87	PA	Q467328	S000174	1
III	87	PA	Q5609429	C000444	1
I	87	RI	Q881113	P000100	1
II	87	RI	Q1094716	P000193	1
II	87	SC	Q324719	T000254	1
III	87	SC	Q357511	J000195	1
II	87	SD	Q327912	M001078	1
III	87	SD	Q1707152	B000656	1
III	87	SD	Q456271	C000221	1
I	87	TN	Q577160	G000320	1
II	87	TN	Q1108617	K000044	1
I	87	TX	Q2129881	Y000006	1
II	87	TX	Q2658030	T000322	1
II	87	TX	Q4088427	B000536	1
I	87	UT	Q539197	M001033	1
III	87	UT	Q925211	B000384	1
I	87	VA	Q775382	B001208	1
II	87	VA	Q331714	R000317	1
I	87	VT	Q1652602	P000552	1
III	87	VT	Q116751	A000062	1
I	87	WA	Q1345201	J000013	1
III	87	WA	Q1335257	M000053	1
I	87	WI	Q1894476	P000553	1
III	87	WI	Q1512517	W000465	1
I	87	WV	Q276524	B001210	1
II	87	WV	Q1686994	R000046	1
I	87	WY	Q336770	M000445	1
II	87	WY	Q881641	S000434	1
II	87	WY	Q888075	H000561	1
II	88	AK	Q719965	B000201	1
III	88	AK	Q878956	G000508	1
II	88	AL	Q388215	S000701	1
III	88	AL	Q351873	H000598	1
II	88	AR	Q1372619	M000332	1
III	88	AR	Q550255	F000401	1
I	88	AZ	Q319129	G000267	1
III	88	AZ	Q963401	H000385	1
I	88	CA	Q1094741	E000181	1
I	88	CA	Q1273067	S000016	1
I	88	CA	Q527052	M001092	1
III	88	CA	Q344538	K000335	1
II	88	CO	Q518110	A000161	1
III	88	CO	Q438103	D000409	1
I	88	CT	Q1619366	D000390	1
III	88	CT	Q323417	R000191	1
I	88	DE	Q1726940	W000518	1
II	88	DE	Q887153	B000593	1
I	88	FL	Q881393	H000720	1
III	88	FL	Q719092	S000505	1
II	88	GA	Q718415	R000536	1
III	88	GA	Q356029	T000035	1
I	88	HI	Q926441	F000245	1
III	88	HI	Q312845	I000025	1
II	88	IA	Q1677124	M000730	1
III	88	IA	Q886018	H000559	1
II	88	ID	Q16807	J000269	1
III	88	ID	Q477169	C000388	1
II	88	IL	Q1372141	D000456	1
III	88	IL	Q1382002	D000360	1
I	88	IN	Q958399	H000297	1
III	88	IN	Q864992	B000254	1
II	88	KS	Q1542901	P000166	1
III	88	KS	Q366388	C000154	1
II	88	KY	Q324970	C000758	1
III	88	KY	Q2429723	M001022	1
II	88	LA	Q363276	E000112	1
III	88	LA	Q1385418	L000428	1
I	88	MA	Q134549	K000105	1
II	88	MA	Q880369	S000021	1
I	88	MD	Q435110	B000271	1
III	88	MD	Q1160178	B000813	1
I	88	ME	Q319867	M001121	1
II	88	ME	Q456750	S000590	1
I	88	MI	Q2086224	H000291	1
II	88	MI	Q474461	M000582	1
I	88	MN	Q380550	M000311	1
II	88	MN	Q209989	H000953	1
II	88	MN	Q49216	M000851	1
I	88	MO	Q962660	S001135	1
III	88	MO	Q1293946	L000415	1
I	88	MS	Q1699509	S000852	1
II	88	MS	Q723926	E000018	1
I	88	MT	Q1889152	M000113	1
II	88	MT	Q1288076	M000671	1
II	88	NC	Q795202	J000267	1
III	88	NC	Q322911	E000211	1
I	88	ND	Q963214	B001077	1
III	88	ND	Q436433	Y000047	1
I	88	NE	Q2164620	H000875	1
II	88	NE	Q442896	C001006	1
II	88	NH	Q1399059	M000486	1
III	88	NH	Q2000103	C000802	1
I	88	NJ	Q1586255	W000502	1
II	88	NJ	Q1101305	C000220	1
I	88	NM	Q375358	M000623	1
I	88	NM	Q957283	M000876	1
II	88	NM	Q464733	A000186	1
I	88	NV	Q345564	C000120	1
III	88	NV	Q2636641	B000436	1
I	88	NY	Q356342	K000036	1
III	88	NY	Q1875906	J000064	1
I	88	OH	Q957216	Y000053	1
III	88	OH	Q888606	L000122	1
II	88	OK	Q533214	H000237	1
II	88	OK	Q888066	E000055	1
III	88	OK	Q279157	M000859	1
II	88	OR	Q434765	N000052	1
III	88	OR	Q676399	M001014	1
I	88	PA	Q467328	S000174	1
III	88	PA	Q5609429	C000444	1
I	88	RI	Q881113	P000100	1
II	88	RI	Q1094716	P000193	1
II	88	SC	Q324719	T000254	1
III	88	SC	Q357511	J000195	1
II	88	SD	Q327912	M001078	1
III	88	SD	Q331742	M000452	1
I	88	TN	Q577160	G000320	1
II	88	TN	Q1108617	K000044	1
II	88	TN	Q352156	B000223	1
II	88	TN	Q376857	W000110	1
I	88	TX	Q2129881	Y000006	1
II	88	TX	Q2658030	T000322	1
I	88	UT	Q539197	M001033	1
III	88	UT	Q925211	B000384	1
I	88	VA	Q775382	B001208	1
II	88	VA	Q331714	R000317	1
I	88	VT	Q1652602	P000552	1
III	88	VT	Q116751	A000062	1
I	88	WA	Q1345201	J000013	1
III	88	WA	Q1335257	M000053	1
I	88	WI	Q1894476	P000553	1
III	88	WI	Q886966	N000033	1
I	88	WV	Q276524	B001210	1
II	88	WV	Q1686994	R000046	1
I	88	WY	Q336770	M000445	1
II	88	WY	Q881641	S000434	1
II	89	AK	Q719965	B000201	1
III	89	AK	Q878956	G000508	1
II	89	AL	Q388215	S000701	1
III	89	AL	Q351873	H000598	1
II	89	AR	Q1372619	M000332	1
III	89	AR	Q550255	F000401	1
I	89	AZ	Q888641	F000013	1
III	89	AZ	Q963401	H000385	1
I	89	CA	Q527052	M001092	1
III	89	CA	Q344538	K000335	1
II	89	CO	Q518110	A000161	1
III	89	CO	Q438103	D000409	1
I	89	CT	Q1619366	D000390	1
III	89	CT	Q323417	R000191	1
I	89	DE	Q1726940	W000518	1
II	89	DE	Q887153	B000593	1
I	89	FL	Q881393	H000720	1
III	89	FL	Q719092	S000505	1
II	89	GA	Q718415	R000536	1
III	89	GA	Q356029	T000035	1
I	89	HI	Q926441	F000245	1
III	89	HI	Q312845	I000025	1
II	89	IA	Q1677124	M000730	1
III	89	IA	Q886018	H000559	1
II	89	ID	Q16807	J000269	1
III	89	ID	Q477169	C000388	1
II	89	IL	Q1372141	D000456	1
III	89	IL	Q1382002	D000360	1
I	89	IN	Q958399	H000297	1
III	89	IN	Q864992	B000254	1
II	89	KS	Q1542901	P000166	1
III	89	KS	Q366388	C000154	1
II	89	KY	Q324970	C000758	1
III	89	KY	Q2429723	M001022	1
II	89	LA	Q363276	E000112	1
III	89	LA	Q1385418	L000428	1
I	89	MA	Q134549	K000105	1
II	89	MA	Q880369	S000021	1
I	89	MD	Q6217509	T000445	1
III	89	MD	Q1160178	B000813	1
I	89	ME	Q319867	M001121	1
II	89	ME	Q456750	S000590	1
I	89	MI	Q2086224	H000291	1
II	89	MI	Q366553	G000465	1
II	89	MI	Q474461	M000582	1
I	89	MN	Q380550	M000311	1
II	89	MN	Q49216	M000851	1
I	89	MO	Q962660	S001135	1
III	89	MO	Q1293946	L000415	1
I	89	MS	Q1699509	S000852	1
II	89	MS	Q723926	E000018	1
I	89	MT	Q1889152	M000113	1
II	89	MT	Q1288076	M000671	1
II	89	NC	Q795202	J000267	1
III	89	NC	Q322911	E000211	1
I	89	ND	Q963214	B001077	1
III	89	ND	Q436433	Y000047	1
I	89	NE	Q2164620	H000875	1
II	89	NE	Q442896	C001006	1
II	89	NH	Q1399059	M000486	1
III	89	NH	Q2000103	C000802	1
I	89	NJ	Q1586255	W000502	1
II	89	NJ	Q1101305	C000220	1
I	89	NM	Q957283	M000876	1
II	89	NM	Q464733	A000186	1
I	89	NV	Q345564	C000120	1
III	89	NV	Q2636641	B000436	1
I	89	NY	Q25310	K000114	1
III	89	NY	Q1875906	J000064	1
I	89	OH	Q957216	Y000053	1
III	89	OH	Q888606	L000122	1
II	89	OK	Q533214	H000237	1
III	89	OK	Q279157	M000859	1
II	89	OR	Q434765	N000052	1
III	89	OR	Q676399	M001014	1
I	89	PA	Q467328	S000174	1
III	89	PA	Q5609429	C000444	1
I	89	RI	Q881113	P000100	1
II	89	RI	Q1094716	P000193	1
II	89	SC	Q324719	T000254	1
III	89	SC	Q357511	J000195	1
III	89	SC	Q596008	H000725	1
III	89	SC	Q881964	R000525	1
II	89	SD	Q327912	M001078	1
III	89	SD	Q331742	M000452	1
I	89	TN	Q577160	G000320	1
II	89	TN	Q352156	B000223	1
I	89	TX	Q2129881	Y000006	1
II	89	TX	Q2658030	T000322	1
I	89	UT	Q539197	M001033	1
III	89	UT	Q925211	B000384	1
I	89	VA	Q3268711	B001209	1
I	89	VA	Q775382	B001208	1
II	89	VA	Q331714	R000317	1
II	89	VA	Q6329296	S000739	1
I	89	VT	Q1652602	P000552	1
III	89	VT	Q116751	A000062	1
I	89	WA	Q1345201	J000013	1
III	89	WA	Q1335257	M000053	1
I	89	WI	Q1894476	P000553	1
III	89	WI	Q886966	N000033	1
I	89	WV	Q276524	B001210	1
II	89	WV	Q1686994	R000046	1
I	89	WY	Q336770	M000445	1
II	89	WY	Q881641	S000434	1
I	9	CT	Q373534	H000618	1
III	9	CT	Q650446	T000348	1
I	9	DE	Q443094	W000392	1
II	9	DE	Q1679889	B000249	1
II	9	GA	Q329766	B000084	1
III	9	GA	Q357646	J000017	1
III	9	GA	Q885464	M000712	1
II	9	KY	Q744435	T000249	1
III	9	KY	Q11595	A000026	1
III	9	KY	Q319630	C000482	1
III	9	KY	Q959976	B000787	1
I	9	MA	Q11816	A000041	1
II	9	MA	Q435168	P000324	1
I	9	MD	Q381600	S000609	1
III	9	MD	Q6065941	R000125	1
III	9	MD	Q881032	W000768	1
II	9	NC	Q369751	T000423	1
III	9	NC	Q889824	S000955	1
II	9	NH	Q2048880	G000215	1
III	9	NH	Q132185	P000393	1
I	9	NJ	Q381565	C000671	1
II	9	NJ	Q302196	K000246	1
I	9	NY	Q218623	M000831	1
III	9	NY	Q1701775	S000566	1
I	9	OH	Q541460	S000567	1
III	9	OH	Q368387	W000750	1
III	9	PA	Q5541811	L000401	1
I	9	RI	Q432864	H000870	1
II	9	RI	Q880519	F000074	1
II	9	SC	Q328197	S001073	1
III	9	SC	Q1700157	G000005	1
I	9	TN	Q925017	A000197	1
II	9	TN	Q343267	S000524	1
I	9	VA	Q506358	M000891	1
II	9	VA	Q881122	G000183	1
I	9	VT	Q328445	S000557	1
III	9	VT	Q943343	B000745	1
II	90	AK	Q50599	S000888	1
II	90	AK	Q719965	B000201	1
III	90	AK	Q878956	G000508	1
II	90	AL	Q388215	S000701	1
III	90	AL	Q351873	H000598	1
II	90	AR	Q1372619	M000332	1
III	90	AR	Q550255	F000401	1
I	90	AZ	Q888641	F000013	1
III	90	AZ	Q963401	H000385	1
I	90	CA	Q527052	M001092	1
III	90	CA	Q344538	K000335	1
II	90	CO	Q518110	A000161	1
III	90	CO	Q438103	D000409	1
I	90	CT	Q1619366	D000390	1
III	90	CT	Q323417	R000191	1
I	90	DE	Q1726940	W000518	1
II	90	DE	Q887153	B000593	1
I	90	FL	Q881393	H000720	1
III	90	FL	Q719092	S000505	1
II	90	GA	Q718415	R000536	1
III	90	GA	Q356029	T000035	1
I	90	HI	Q926441	F000245	1
III	90	HI	Q312845	I000025	1
II	90	IA	Q1677124	M000730	1
III	90	IA	Q886018	H000559	1
II	90	ID	Q16807	J000269	1
III	90	ID	Q477169	C000388	1
II	90	IL	Q1064692	P000222	1
III	90	IL	Q1382002	D000360	1
I	90	IN	Q958399	H000297	1
III	90	IN	Q864992	B000254	1
II	90	KS	Q1542901	P000166	1
III	90	KS	Q366388	C000154	1
II	90	KY	Q324970	C000758	1
III	90	KY	Q2429723	M001022	1
III	90	KY	Q5699585	C000721	1
II	90	LA	Q363276	E000112	1
III	90	LA	Q1385418	L000428	1
I	90	MA	Q134549	K000105	1
II	90	MA	Q3276635	B000871	1
I	90	MD	Q6217509	T000445	1
III	90	MD	Q1160178	B000813	1
I	90	ME	Q319867	M001121	1
II	90	ME	Q456750	S000590	1
I	90	MI	Q2086224	H000291	1
II	90	MI	Q366553	G000465	1
I	90	MN	Q380550	M000311	1
II	90	MN	Q49216	M000851	1
I	90	MO	Q962660	S001135	1
III	90	MO	Q1293946	L000415	1
III	90	MO	Q3176929	E000004	1
I	90	MS	Q1699509	S000852	1
II	90	MS	Q723926	E000018	1
I	90	MT	Q1889152	M000113	1
II	90	MT	Q1288076	M000671	1
II	90	NC	Q795202	J000267	1
III	90	NC	Q322911	E000211	1
I	90	ND	Q963214	B001077	1
III	90	ND	Q436433	Y000047	1
I	90	NE	Q2164620	H000875	1
II	90	NE	Q442896	C001006	1
II	90	NH	Q1399059	M000486	1
III	90	NH	Q2000103	C000802	1
I	90	NJ	Q1586255	W000502	1
II	90	NJ	Q1101305	C000220	1
I	90	NM	Q957283	M000876	1
II	90	NM	Q464733	A000186	1
I	90	NV	Q345564	C000120	1
III	90	NV	Q2636641	B000436	1
I	90	NY	Q25310	K000114	1
I	90	NY	Q2959243	G000282	1
III	90	NY	Q1875906	J000064	1
I	90	OH	Q957216	Y000053	1
III	90	OH	Q888606	L000122	1
II	90	OK	Q533214	H000237	1
III	90	OK	Q279157	M000859	1
II	90	OR	Q879921	H000343	1
III	90	OR	Q676399	M001014	1
I	90	PA	Q467328	S000174	1
III	90	PA	Q5609429	C000444	1
I	90	RI	Q881113	P000100	1
II	90	RI	Q1094716	P000193	1
II	90	SC	Q324719	T000254	1
III	90	SC	Q596008	H000725	1
II	90	SD	Q327912	M001078	1
III	90	SD	Q331742	M000452	1
I	90	TN	Q577160	G000320	1
II	90	TN	Q1337643	B000063	1
I	90	TX	Q2129881	Y000006	1
II	90	TX	Q2658030	T000322	1
I	90	UT	Q539197	M001033	1
III	90	UT	Q925211	B000384	1
I	90	VA	Q3268711	B001209	1
II	90	VA	Q6329296	S000739	1
I	90	VT	Q1652602	P000552	1
III	90	VT	Q116751	A000062	1
I	90	WA	Q1345201	J000013	1
III	90	WA	Q1335257	M000053	1
I	90	WI	Q1894476	P000553	1
III	90	WI	Q886966	N000033	1
I	90	WV	Q276524	B001210	1
II	90	WV	Q1686994	R000046	1
I	90	WY	Q336770	M000445	1
II	90	WY	Q881374	H000170	1
II	91	AK	Q50599	S000888	1
III	91	AK	Q352422	G000388	1
II	91	AL	Q388215	S000701	1
III	91	AL	Q330287	A000127	1
II	91	AR	Q1372619	M000332	1
III	91	AR	Q550255	F000401	1
I	91	AZ	Q888641	F000013	1
III	91	AZ	Q319129	G000267	1
I	91	CA	Q1701992	T000410	1
I	91	CA	Q527052	M001092	1
III	91	CA	Q1994957	C000877	1
II	91	CO	Q518110	A000161	1
III	91	CO	Q438103	D000409	1
I	91	CT	Q1619366	D000390	1
III	91	CT	Q323417	R000191	1
I	91	DE	Q1400609	R000460	1
I	91	DE	Q1726940	W000518	1
II	91	DE	Q887153	B000593	1
I	91	FL	Q881393	H000720	1
III	91	FL	Q372686	G000531	1
II	91	GA	Q718415	R000536	1
III	91	GA	Q356029	T000035	1
I	91	HI	Q926441	F000245	1
III	91	HI	Q312845	I000025	1
II	91	IA	Q1677124	M000730	1
III	91	IA	Q382715	H000922	1
II	91	ID	Q16807	J000269	1
III	91	ID	Q477169	C000388	1
II	91	IL	Q1064692	P000222	1
III	91	IL	Q122841	S000890	1
III	91	IL	Q1382002	D000360	1
III	91	IL	Q435117	S000602	1
I	91	IN	Q958399	H000297	1
III	91	IN	Q864992	B000254	1
II	91	KS	Q1542901	P000166	1
III	91	KS	Q319079	D000401	1
II	91	KY	Q324970	C000758	1
III	91	KY	Q5699585	C000721	1
II	91	LA	Q363276	E000112	1
III	91	LA	Q1385418	L000428	1
I	91	MA	Q134549	K000105	1
II	91	MA	Q3276635	B000871	1
I	91	MD	Q6217509	T000445	1
III	91	MD	Q457455	M000241	1
I	91	ME	Q319867	M001121	1
II	91	ME	Q456750	S000590	1
I	91	MI	Q2086224	H000291	1
II	91	MI	Q366553	G000465	1
I	91	MN	Q380550	M000311	1
II	91	MN	Q49216	M000851	1
I	91	MO	Q962660	S001135	1
III	91	MO	Q3176929	E000004	1
I	91	MS	Q1699509	S000852	1
II	91	MS	Q723926	E000018	1
I	91	MT	Q1889152	M000113	1
II	91	MT	Q1288076	M000671	1
II	91	NC	Q795202	J000267	1
III	91	NC	Q322911	E000211	1
I	91	ND	Q963214	B001077	1
III	91	ND	Q436433	Y000047	1
I	91	NE	Q2164620	H000875	1
II	91	NE	Q442896	C001006	1
II	91	NH	Q1399059	M000486	1
III	91	NH	Q2000103	C000802	1
I	91	NJ	Q1586255	W000502	1
II	91	NJ	Q1101305	C000220	1
I	91	NM	Q957283	M000876	1
II	91	NM	Q464733	A000186	1
I	91	NV	Q345564	C000120	1
III	91	NV	Q2636641	B000436	1
I	91	NY	Q2959243	G000282	1
III	91	NY	Q1875906	J000064	1
I	91	OH	Q957216	Y000053	1
III	91	OH	Q1334578	S000096	1
II	91	OK	Q533214	H000237	1
III	91	OK	Q881173	B000351	1
II	91	OR	Q879921	H000343	1
III	91	OR	Q888183	P000009	1
I	91	PA	Q467328	S000174	1
III	91	PA	Q928768	S000159	1
I	91	RI	Q881113	P000100	1
II	91	RI	Q1094716	P000193	1
II	91	SC	Q324719	T000254	1
III	91	SC	Q596008	H000725	1
II	91	SD	Q327912	M001078	1
III	91	SD	Q331742	M000452	1
I	91	TN	Q577160	G000320	1
II	91	TN	Q1337643	B000063	1
I	91	TX	Q2129881	Y000006	1
II	91	TX	Q2658030	T000322	1
I	91	UT	Q539197	M001033	1
III	91	UT	Q925211	B000384	1
I	91	VA	Q3268711	B001209	1
II	91	VA	Q6329296	S000739	1
I	91	VT	Q1652602	P000552	1
III	91	VT	Q116751	A000062	1
I	91	WA	Q1345201	J000013	1
III	91	WA	Q1335257	M000053	1
I	91	WI	Q1894476	P000553	1
III	91	WI	Q886966	N000033	1
I	91	WV	Q276524	B001210	1
II	91	WV	Q1686994	R000046	1
I	91	WY	Q336770	M000445	1
II	91	WY	Q881374	H000170	1
II	92	AK	Q50599	S000888	1
III	92	AK	Q352422	G000388	1
II	92	AL	Q388215	S000701	1
III	92	AL	Q330287	A000127	1
II	92	AR	Q1372619	M000332	1
III	92	AR	Q550255	F000401	1
I	92	AZ	Q888641	F000013	1
III	92	AZ	Q319129	G000267	1
I	92	CA	Q1701992	T000410	1
III	92	CA	Q1994957	C000877	1
II	92	CO	Q518110	A000161	1
III	92	CO	Q438103	D000409	1
I	92	CT	Q881318	W000253	1
III	92	CT	Q323417	R000191	1
I	92	DE	Q1400609	R000460	1
II	92	DE	Q887153	B000593	1
I	92	FL	Q744098	C000356	1
III	92	FL	Q372686	G000531	1
II	92	GA	Q5234522	G000034	1
II	92	GA	Q718415	R000536	1
II	92	GA	Q946305	N000171	1
III	92	GA	Q356029	T000035	1
I	92	HI	Q926441	F000245	1
III	92	HI	Q312845	I000025	1
II	92	IA	Q1677124	M000730	1
III	92	IA	Q382715	H000922	1
II	92	ID	Q16807	J000269	1
III	92	ID	Q477169	C000388	1
II	92	IL	Q1064692	P000222	1
III	92	IL	Q122841	S000890	1
I	92	IN	Q958399	H000297	1
III	92	IN	Q864992	B000254	1
II	92	KS	Q1542901	P000166	1
III	92	KS	Q319079	D000401	1
II	92	KY	Q324970	C000758	1
III	92	KY	Q5699585	C000721	1
II	92	LA	Q273905	E000068	1
II	92	LA	Q363276	E000112	1
II	92	LA	Q4889708	J000189	1
III	92	LA	Q1385418	L000428	1
I	92	MA	Q134549	K000105	1
II	92	MA	Q3276635	B000871	1
I	92	MD	Q325914	B000272	1
III	92	MD	Q457455	M000241	1
I	92	ME	Q319867	M001121	1
II	92	ME	Q456750	S000590	1
I	92	MI	Q2086224	H000291	1
II	92	MI	Q366553	G000465	1
I	92	MN	Q209989	H000953	1
II	92	MN	Q49216	M000851	1
I	92	MO	Q962660	S001135	1
III	92	MO	Q3176929	E000004	1
I	92	MS	Q1699509	S000852	1
II	92	MS	Q723926	E000018	1
I	92	MT	Q1889152	M000113	1
II	92	MT	Q1288076	M000671	1
II	92	NC	Q795202	J000267	1
III	92	NC	Q322911	E000211	1
I	92	ND	Q963214	B001077	1
III	92	ND	Q436433	Y000047	1
I	92	NE	Q2164620	H000875	1
II	92	NE	Q442896	C001006	1
II	92	NH	Q1399059	M000486	1
III	92	NH	Q2000103	C000802	1
I	92	NJ	Q1586255	W000502	1
II	92	NJ	Q1101305	C000220	1
I	92	NM	Q957283	M000876	1
II	92	NM	Q464733	A000186	1
I	92	NV	Q345564	C000120	1
III	92	NV	Q2636641	B000436	1
I	92	NY	Q1244777	B001026	1
III	92	NY	Q1875906	J000064	1
I	92	OH	Q1614966	T000010	1
III	92	OH	Q1334578	S000096	1
II	92	OK	Q533214	H000237	1
III	92	OK	Q881173	B000351	1
II	92	OR	Q879921	H000343	1
III	92	OR	Q888183	P000009	1
I	92	PA	Q467328	S000174	1
III	92	PA	Q928768	S000159	1
I	92	RI	Q881113	P000100	1
II	92	RI	Q1094716	P000193	1
II	92	SC	Q324719	T000254	1
III	92	SC	Q596008	H000725	1
II	92	SD	Q327912	M001078	1
III	92	SD	Q331742	M000452	1
I	92	TN	Q456582	B000851	1
II	92	TN	Q1337643	B000063	1
I	92	TX	Q455401	B000401	1
II	92	TX	Q2658030	T000322	1
I	92	UT	Q539197	M001033	1
III	92	UT	Q925211	B000384	1
I	92	VA	Q3268711	B001209	1
II	92	VA	Q6329296	S000739	1
I	92	VT	Q1652602	P000552	1
I	92	VT	Q433140	S000776	1
III	92	VT	Q116751	A000062	1
I	92	WA	Q1345201	J000013	1
III	92	WA	Q1335257	M000053	1
I	92	WI	Q1894476	P000553	1
III	92	WI	Q886966	N000033	1
I	92	WV	Q276524	B001210	1
II	92	WV	Q1686994	R000046	1
I	92	WY	Q336770	M000445	1
II	92	WY	Q881374	H000170	1
II	93	AK	Q50599	S000888	1
III	93	AK	Q352422	G000388	1
II	93	AL	Q388215	S000701	1
III	93	AL	Q330287	A000127	1
II	93	AR	Q1372619	M000332	1
III	93	AR	Q550255	F000401	1
I	93	AZ	Q888641	F000013	1
III	93	AZ	Q319129	G000267	1
I	93	CA	Q1701992	T000410	1
III	93	CA	Q1994957	C000877	1
II	93	CO	Q1391319	H000317	1
III	93	CO	Q438103	D000409	1
I	93	CT	Q881318	W000253	1
III	93	CT	Q323417	R000191	1
I	93	DE	Q1400609	R000460	1
II	93	DE	Q6279	B000444	1
I	93	FL	Q744098	C000356	1
III	93	FL	Q2150705	S000962	1
III	93	FL	Q372686	G000531	1
II	93	GA	Q946305	N000171	1
III	93	GA	Q356029	T000035	1
I	93	HI	Q926441	F000245	1
III	93	HI	Q312845	I000025	1
II	93	IA	Q2149196	C000448	1
III	93	IA	Q382715	H000922	1
II	93	ID	Q955218	M000346	1
III	93	ID	Q477169	C000388	1
II	93	IL	Q1064692	P000222	1
III	93	IL	Q122841	S000890	1
I	93	IN	Q958399	H000297	1
III	93	IN	Q864992	B000254	1
II	93	KS	Q1542901	P000166	1
III	93	KS	Q319079	D000401	1
II	93	KY	Q4356720	H000905	1
III	93	KY	Q361139	F000268	1
III	93	KY	Q5699585	C000721	1
II	93	LA	Q4889708	J000189	1
III	93	LA	Q1385418	L000428	1
I	93	MA	Q134549	K000105	1
II	93	MA	Q3276635	B000871	1
I	93	MD	Q325914	B000272	1
III	93	MD	Q457455	M000241	1
I	93	ME	Q319867	M001121	1
II	93	ME	Q926938	H000346	1
I	93	MI	Q2086224	H000291	1
II	93	MI	Q366553	G000465	1
I	93	MN	Q209989	H000953	1
II	93	MN	Q49216	M000851	1
I	93	MO	Q962660	S001135	1
III	93	MO	Q3176929	E000004	1
I	93	MS	Q1699509	S000852	1
II	93	MS	Q723926	E000018	1
I	93	MT	Q1889152	M000113	1
II	93	MT	Q1288076	M000671	1
II	93	NC	Q503426	H000463	1
III	93	NC	Q322911	E000211	1
I	93	ND	Q963214	B001077	1
III	93	ND	Q436433	Y000047	1
I	93	NE	Q2164620	H000875	1
II	93	NE	Q442896	C001006	1
II	93	NH	Q1399059	M000486	1
III	93	NH	Q1772866	W000782	1
III	93	NH	Q2000103	C000802	1
I	93	NJ	Q1586255	W000502	1
II	93	NJ	Q1101305	C000220	1
I	93	NM	Q957283	M000876	1
II	93	NM	Q964959	D000407	1
I	93	NV	Q345564	C000120	1
III	93	NV	Q2636641	B000436	1
III	93	NV	Q661008	L000148	1
I	93	NY	Q1244777	B001026	1
III	93	NY	Q1875906	J000064	1
I	93	OH	Q1614966	T000010	1
III	93	OH	Q1334578	S000096	1
III	93	OH	Q182642	G000236	1
III	93	OH	Q330165	M000678	1
II	93	OK	Q351481	B000200	1
III	93	OK	Q881173	B000351	1
II	93	OR	Q879921	H000343	1
III	93	OR	Q888183	P000009	1
I	93	PA	Q467328	S000174	1
III	93	PA	Q928768	S000159	1
I	93	RI	Q881113	P000100	1
II	93	RI	Q1094716	P000193	1
II	93	SC	Q324719	T000254	1
III	93	SC	Q596008	H000725	1
II	93	SD	Q1366620	A000017	1
III	93	SD	Q331742	M000452	1
I	93	TN	Q456582	B000851	1
II	93	TN	Q1337643	B000063	1
I	93	TX	Q455401	B000401	1
II	93	TX	Q2658030	T000322	1
I	93	UT	Q539197	M001033	1
III	93	UT	Q519256	G000072	1
III	93	UT	Q925211	B000384	1
I	93	VA	Q3268711	B001209	1
II	93	VA	Q6326026	S000189	1
I	93	VT	Q433140	S000776	1
III	93	VT	Q116751	A000062	1
I	93	WA	Q1345201	J000013	1
III	93	WA	Q1335257	M000053	1
I	93	WI	Q1894476	P000553	1
III	93	WI	Q886966	N000033	1
I	93	WV	Q276524	B001210	1
II	93	WV	Q1686994	R000046	1
I	93	WY	Q336770	M000445	1
