term	class	state	senator	senator_name	rowvalChk
63	I	PA	O000073	George tener Oliver	1
63	III	PA	P000217	Boies Penrose	1
63	I	RI	L000343	Henry frederick Lippitt	1
63	II	RI	C000651	Lebaron bradford Colt	1
63	II	SC	T000274	Benjamin ryan Tillman	1
63	III	SC	S000530	Ellison durant Smith	1
63	II	SD	S000872	Thomas Sterling	1
63	III	SD	C000888	Coe isaac Crawford	1
63	I	TN	L000165	Luke Lea	1
63	II	TN	S000363	John knight Shields	1
63	I	TX	C000963	Charles allen Culberson	1
63	II	TX	S000337	Morris Sheppard	1
63	I	UT	S001080	George Sutherland	1
63	III	UT	S000644	Reed Smoot	1
63	I	VA	S001094	Claude augustus Swanson	1
63	II	VA	M000200	Thomas staples Martin	1
63	I	VT	P000014	Carroll smalley Page	1
63	III	VT	D000347	William paul Dillingham	1
63	I	WA	P000403	Miles Poindexter	1
63	III	WA	J000257	Wesley livsey Jones	1
63	I	WI	L000004	Robert marion La follette	1
63	III	WI	S000863	Isaac Stephenson	1
63	I	WV	C000360	William edwin Chilton	1
63	II	WV	G000255	Nathan Goff	1
63	I	WY	C000425	Clarence don Clark	1
63	II	WY	W000164	Francis emroy Warren	1
64	II	AL	B000110	John hollis Bankhead	1
64	III	AL	U000013	Oscar wilder Underwood	1
64	II	AR	R000347	Joseph taylor Robinson	1
64	III	AR	C000463	James paul Clarke	1
64	III	AR	K000233	William fosgate Kirby	1
64	I	AZ	A000319	Henry fountain Ashurst	1
64	III	AZ	S000589	Marcus aurelius Smith	1
64	I	CA	W000743	John downey Works	1
64	III	CA	P000290	James duval Phelan	1
64	II	CO	S000279	John franklin Shafroth	1
64	III	CO	T000160	Charles spalding Thomas	1
64	I	CT	M000547	George payne Mclean	1
64	III	CT	B000769	Frank bosworth Brandegee	1
64	I	DE	D000559	Henry algernon Du pont	1
64	II	DE	S000073	Willard, jr. Saulsbury	1
64	I	FL	B000992	Nathan philemon Bryan	1
64	III	FL	F000200	Duncan upshaw Fletcher	1
64	II	GA	H000193	Thomas william Hardwick	1
64	III	GA	S000551	Hoke Smith	1
64	III	IA	C000988	Albert baird Cummins	1
64	II	IA	K000129	William squire Kenyon	1
64	II	ID	B000634	William edgar Borah	1
64	III	ID	B000753	James henry Brady	1
64	II	IL	L000284	James hamilton Lewis	1
64	III	IL	S000348	Lawrence yates Sherman	1
64	I	IN	K000132	John worth Kern	1
64	III	IN	S000371	Benjamin franklin Shively	1
64	III	IN	T000013	Thomas Taggart	1
64	III	IN	W000203	James eli Watson	1
64	II	KS	T000226	William howard Thompson	1
64	III	KS	C001008	Charles Curtis	1
64	II	KY	J000051	Ollie murray James	1
64	III	KY	B000293	John crepps wickliffe Beckham	1
64	II	LA	R000059	Joseph eugene Ransdell	1
64	III	LA	B000896	Robert foligny Broussard	1
64	I	MA	L000393	Henry cabot Lodge	1
64	II	MA	W000246	John wingate Weeks	1
64	I	MD	L000189	Blair Lee	1
64	III	MD	S000577	John walter Smith	1
64	I	ME	J000124	Charles fletcher Johnson	1
64	II	ME	B001105	Edwin chick Burleigh	1
64	II	ME	F000084	Bert manfred Fernald	1
64	I	MI	T000330	Charles elroy Townsend	1
64	II	MI	S000629	William alden Smith	1
64	I	MN	C000414	Moses edwin Clapp	1
64	II	MN	N000040	Knute Nelson	1
64	I	MO	R000118	James alexander Reed	1
64	III	MO	S000968	William joel Stone	1
64	I	MS	W000521	John sharp Williams	1
64	II	MS	V000070	James kimble Vardaman	1
64	I	MT	M001129	Henry lee Myers	1
64	II	MT	W000104	Thomas james Walsh	1
64	II	NC	S000415	Furnifold mclendel Simmons	1
64	III	NC	O000140	Lee slater Overman	1
64	I	ND	M000397	Porter james Mccumber	1
64	III	ND	G000491	Asle jorgenson Gronna	1
64	I	NE	H000645	Gilbert monell Hitchcock	1
64	II	NE	N000139	George william Norris	1
64	II	NH	H000727	Henry french Hollis	1
64	III	NH	G000023	Jacob harold Gallinger	1
64	I	NJ	M000205	James edgar Martine	1
64	II	NJ	H000929	William Hughes	1
64	I	NM	C000253	Thomas benton Catron	1
64	II	NM	F000011	Albert bacon Fall	1
64	I	NV	P000372	Key Pittman	1
64	III	NV	N000069	Francis griffith Newlands	1
64	I	NY	O000050	James aloysius O'gorman	1
64	III	NY	W000012	James wolcott, jr. Wadsworth	1
64	I	OH	P000420	Atlee Pomerene	1
64	III	OH	H000192	Warren gamaliel Harding	1
64	II	OK	O000153	Robert latham Owen	1
64	III	OK	G000323	Thomas pryor Gore	1
64	II	OR	L000059	Harry Lane	1
64	III	OR	C000277	George earle Chamberlain	1
64	I	PA	O000073	George tener Oliver	1
64	III	PA	P000217	Boies Penrose	1
64	I	RI	L000343	Henry frederick Lippitt	1
64	II	RI	C000651	Lebaron bradford Colt	1
64	II	SC	T000274	Benjamin ryan Tillman	1
64	III	SC	S000530	Ellison durant Smith	1
64	II	SD	S000872	Thomas Sterling	1
64	III	SD	J000128	Edwin stockton Johnson	1
64	I	TN	L000165	Luke Lea	1
64	II	TN	S000363	John knight Shields	1
64	I	TX	C000963	Charles allen Culberson	1
64	II	TX	S000337	Morris Sheppard	1
64	I	UT	S001080	George Sutherland	1
64	III	UT	S000644	Reed Smoot	1
64	I	VA	S001094	Claude augustus Swanson	1
64	II	VA	M000200	Thomas staples Martin	1
64	I	VT	P000014	Carroll smalley Page	1
64	III	VT	D000347	William paul Dillingham	1
64	I	WA	P000403	Miles Poindexter	1
64	III	WA	J000257	Wesley livsey Jones	1
64	I	WI	L000004	Robert marion La follette	1
64	III	WI	H001006	Paul oscar Husting	1
64	I	WV	C000360	William edwin Chilton	1
64	II	WV	G000255	Nathan Goff	1
64	I	WY	C000425	Clarence don Clark	1
64	II	WY	W000164	Francis emroy Warren	1
65	II	AL	B000110	John hollis Bankhead	1
65	III	AL	U000013	Oscar wilder Underwood	1
65	II	AR	R000347	Joseph taylor Robinson	1
65	III	AR	K000233	William fosgate Kirby	1
65	I	AZ	A000319	Henry fountain Ashurst	1
65	III	AZ	S000589	Marcus aurelius Smith	1
65	I	CA	J000140	Hiram warren Johnson	1
65	III	CA	P000290	James duval Phelan	1
65	II	CO	S000279	John franklin Shafroth	1
65	III	CO	T000160	Charles spalding Thomas	1
65	I	CT	M000547	George payne Mclean	1
65	III	CT	B000769	Frank bosworth Brandegee	1
65	I	DE	W000669	Josiah oliver Wolcott	1
65	II	DE	S000073	Willard, jr. Saulsbury	1
65	I	FL	T000353	Park Trammell	1
65	III	FL	F000200	Duncan upshaw Fletcher	1
65	II	GA	H000193	Thomas william Hardwick	1
65	III	GA	S000551	Hoke Smith	1
65	III	IA	C000988	Albert baird Cummins	1
65	II	IA	K000129	William squire Kenyon	1
65	II	ID	B000634	William edgar Borah	1
65	III	ID	B000753	James henry Brady	1
65	III	ID	N000169	John frost Nugent	1
65	II	IL	L000284	James hamilton Lewis	1
65	III	IL	S000348	Lawrence yates Sherman	1
65	I	IN	N000059	Harry stewart New	1
65	III	IN	W000203	James eli Watson	1
65	II	KS	T000226	William howard Thompson	1
65	III	KS	C001008	Charles Curtis	1
65	II	KY	J000051	Ollie murray James	1
65	II	KY	M000181	George brown Martin	1
65	III	KY	B000293	John crepps wickliffe Beckham	1
65	II	LA	R000059	Joseph eugene Ransdell	1
65	III	LA	B000896	Robert foligny Broussard	1
65	III	LA	G000104	Edward james Gay	1
65	III	LA	G000522	Walter Guion	1
65	I	MA	L000393	Henry cabot Lodge	1
65	II	MA	W000246	John wingate Weeks	1
65	I	MD	F000333	Joseph irwin France	1
65	III	MD	S000577	John walter Smith	1
65	I	ME	H000031	Frederick Hale	1
65	II	ME	F000084	Bert manfred Fernald	1
65	I	MI	T000330	Charles elroy Townsend	1
65	II	MI	S000629	William alden Smith	1
65	I	MN	K000065	Frank billings Kellogg	1
65	II	MN	N000040	Knute Nelson	1
65	I	MO	R000118	James alexander Reed	1
65	III	MO	S000730	Selden palmer Spencer	1
65	III	MO	S000968	William joel Stone	1
65	III	MO	W000471	Xenophon pierce Wilfley	1
65	I	MS	W000521	John sharp Williams	1
65	II	MS	V000070	James kimble Vardaman	1
65	I	MT	M001129	Henry lee Myers	1
65	II	MT	W000104	Thomas james Walsh	1
65	II	NC	S000415	Furnifold mclendel Simmons	1
65	III	NC	O000140	Lee slater Overman	1
65	I	ND	M000397	Porter james Mccumber	1
65	III	ND	G000491	Asle jorgenson Gronna	1
65	I	NE	H000645	Gilbert monell Hitchcock	1
65	II	NE	N000139	George william Norris	1
65	II	NH	H000727	Henry french Hollis	1
65	III	NH	D000495	Irving webster Drew	1
65	III	NH	G000023	Jacob harold Gallinger	1
65	III	NH	M001028	George higgins Moses	1
65	I	NJ	F000370	Joseph sherman Frelinghuysen	1
65	II	NJ	B000052	David Baird	1
65	II	NJ	H000929	William Hughes	1
65	I	NM	J000210	Andrieus aristieus Jones	1
65	II	NM	F000011	Albert bacon Fall	1
65	I	NV	P000372	Key Pittman	1
65	III	NV	H000477	Charles belknap Henderson	1
65	III	NV	N000069	Francis griffith Newlands	1
65	I	NY	C000025	William musgrave Calder	1
65	III	NY	W000012	James wolcott, jr. Wadsworth	1
65	I	OH	P000420	Atlee Pomerene	1
65	III	OH	H000192	Warren gamaliel Harding	1
65	II	OK	O000153	Robert latham Owen	1
65	III	OK	G000323	Thomas pryor Gore	1
65	II	OR	L000059	Harry Lane	1
65	II	OR	M000583	Charles linza Mcnary	1
65	II	OR	M001069	Frederick william Mulkey	1
65	III	OR	C000277	George earle Chamberlain	1
65	I	PA	K000296	Philander chase Knox	1
65	III	PA	P000217	Boies Penrose	1
65	I	RI	G000141	Peter goelet Gerry	1
65	II	RI	C000651	Lebaron bradford Colt	1
65	II	SC	B000360	Christie Benet	1
65	II	SC	P000417	William pegues Pollock	1
65	II	SC	T000274	Benjamin ryan Tillman	1
65	III	SC	S000530	Ellison durant Smith	1
65	II	SD	S000872	Thomas Sterling	1
65	III	SD	J000128	Edwin stockton Johnson	1
65	I	TN	M000499	Kenneth douglas Mckellar	1
65	II	TN	S000363	John knight Shields	1
65	I	TX	C000963	Charles allen Culberson	1
65	II	TX	S000337	Morris Sheppard	1
65	I	UT	K000216	William henry King	1
65	III	UT	S000644	Reed Smoot	1
65	I	VA	S001094	Claude augustus Swanson	1
65	II	VA	M000200	Thomas staples Martin	1
65	I	VT	P000014	Carroll smalley Page	1
65	III	VT	D000347	William paul Dillingham	1
65	I	WA	P000403	Miles Poindexter	1
65	III	WA	J000257	Wesley livsey Jones	1
65	I	WI	L000004	Robert marion La follette	1
65	III	WI	H001006	Paul oscar Husting	1
65	III	WI	L000241	Irvine luther Lenroot	1
65	I	WV	S001081	Howard Sutherland	1
65	II	WV	G000255	Nathan Goff	1
65	I	WY	K000098	John benjamin Kendrick	1
65	II	WY	W000164	Francis emroy Warren	1
66	II	AL	B000110	John hollis Bankhead	1
66	II	AL	C000657	Braxton bragg Comer	1
66	II	AL	H000446	James thomas Heflin	1
66	III	AL	U000013	Oscar wilder Underwood	1
66	II	AR	R000347	Joseph taylor Robinson	1
66	III	AR	K000233	William fosgate Kirby	1
66	I	AZ	A000319	Henry fountain Ashurst	1
66	III	AZ	S000589	Marcus aurelius Smith	1
66	I	CA	J000140	Hiram warren Johnson	1
66	III	CA	P000290	James duval Phelan	1
66	II	CO	P000317	Lawrence cowle Phipps	1
66	III	CO	T000160	Charles spalding Thomas	1
66	I	CT	M000547	George payne Mclean	1
66	III	CT	B000769	Frank bosworth Brandegee	1
66	I	DE	W000669	Josiah oliver Wolcott	1
66	II	DE	B000100	Lewis heisler Ball	1
66	I	FL	T000353	Park Trammell	1
66	III	FL	F000200	Duncan upshaw Fletcher	1
66	II	GA	H000259	William julius Harris	1
66	III	GA	S000551	Hoke Smith	1
66	III	IA	C000988	Albert baird Cummins	1
66	II	IA	K000129	William squire Kenyon	1
66	II	ID	B000634	William edgar Borah	1
66	III	ID	G000288	Frank robert Gooding	1
66	III	ID	N000169	John frost Nugent	1
66	II	IL	M000369	Joseph medill Mccormick	1
66	III	IL	S000348	Lawrence yates Sherman	1
66	I	IN	N000059	Harry stewart New	1
66	III	IN	W000203	James eli Watson	1
66	II	KS	C000133	Arthur Capper	1
66	III	KS	C001008	Charles Curtis	1
66	II	KY	S000796	Augustus owsley Stanley	1
66	III	KY	B000293	John crepps wickliffe Beckham	1
66	II	LA	R000059	Joseph eugene Ransdell	1
66	III	LA	G000104	Edward james Gay	1
66	I	MA	L000393	Henry cabot Lodge	1
66	II	MA	W000097	David ignatius Walsh	1
66	I	MD	F000333	Joseph irwin France	1
66	III	MD	S000577	John walter Smith	1
66	I	ME	H000031	Frederick Hale	1
66	II	ME	F000084	Bert manfred Fernald	1
66	I	MI	T000330	Charles elroy Townsend	1
66	II	MI	N000062	Truman handy Newberry	1
66	I	MN	K000065	Frank billings Kellogg	1
66	II	MN	N000040	Knute Nelson	1
66	I	MO	R000118	James alexander Reed	1
66	III	MO	S000730	Selden palmer Spencer	1
66	I	MS	W000521	John sharp Williams	1
66	II	MS	H000265	Byron patton (pat) Harrison	1
66	I	MT	M001129	Henry lee Myers	1
66	II	MT	W000104	Thomas james Walsh	1
66	II	NC	S000415	Furnifold mclendel Simmons	1
66	III	NC	O000140	Lee slater Overman	1
66	I	ND	M000397	Porter james Mccumber	1
66	III	ND	G000491	Asle jorgenson Gronna	1
66	I	NE	H000645	Gilbert monell Hitchcock	1
66	II	NE	N000139	George william Norris	1
66	II	NH	K000161	Henry wilder Keyes	1
66	III	NH	M001028	George higgins Moses	1
66	I	NJ	F000370	Joseph sherman Frelinghuysen	1
66	II	NJ	E000044	Walter evans Edge	1
66	I	NM	J000210	Andrieus aristieus Jones	1
66	II	NM	F000011	Albert bacon Fall	1
66	I	NV	P000372	Key Pittman	1
66	III	NV	H000477	Charles belknap Henderson	1
66	I	NY	C000025	William musgrave Calder	1
66	III	NY	W000012	James wolcott, jr. Wadsworth	1
66	I	OH	P000420	Atlee Pomerene	1
66	III	OH	H000192	Warren gamaliel Harding	1
66	III	OH	W000561	Frank bartlett Willis	1
66	II	OK	O000153	Robert latham Owen	1
66	III	OK	G000323	Thomas pryor Gore	1
66	II	OR	M000583	Charles linza Mcnary	1
66	III	OR	C000277	George earle Chamberlain	1
66	I	PA	K000296	Philander chase Knox	1
66	III	PA	P000217	Boies Penrose	1
66	I	RI	G000141	Peter goelet Gerry	1
66	II	RI	C000651	Lebaron bradford Colt	1
66	II	SC	D000298	Nathaniel barksdale Dial	1
66	III	SC	S000530	Ellison durant Smith	1
66	II	SD	S000872	Thomas Sterling	1
66	III	SD	J000128	Edwin stockton Johnson	1
66	I	TN	M000499	Kenneth douglas Mckellar	1
66	II	TN	S000363	John knight Shields	1
66	I	TX	C000963	Charles allen Culberson	1
66	II	TX	S000337	Morris Sheppard	1
66	I	UT	K000216	William henry King	1
66	III	UT	S000644	Reed Smoot	1
66	I	VA	S001094	Claude augustus Swanson	1
66	II	VA	G000232	Carter Glass	1
66	II	VA	M000200	Thomas staples Martin	1
66	I	VT	P000014	Carroll smalley Page	1
66	III	VT	D000347	William paul Dillingham	1
66	I	WA	P000403	Miles Poindexter	1
66	III	WA	J000257	Wesley livsey Jones	1
66	I	WI	L000004	Robert marion La follette	1
66	III	WI	L000241	Irvine luther Lenroot	1
66	I	WV	S001081	Howard Sutherland	1
66	II	WV	E000109	Davis Elkins	1
66	I	WY	K000098	John benjamin Kendrick	1
66	II	WY	W000164	Francis emroy Warren	1
67	II	AL	H000446	James thomas Heflin	1
67	III	AL	U000013	Oscar wilder Underwood	1
67	II	AR	R000347	Joseph taylor Robinson	1
67	III	AR	C000139	Thaddeus horatius Caraway	1
67	I	AZ	A000319	Henry fountain Ashurst	1
67	III	AZ	C000066	Ralph henry Cameron	1
67	I	CA	J000140	Hiram warren Johnson	1
67	III	CA	S000380	Samuel morgan Shortridge	1
67	II	CO	P000317	Lawrence cowle Phipps	1
67	III	CO	N000101	Samuel danford Nicholson	1
67	I	CT	M000547	George payne Mclean	1
67	III	CT	B000769	Frank bosworth Brandegee	1
67	I	DE	B000252	Thomas francis, jr. Bayard	1
67	I	DE	D000560	Thomas coleman Du pont	1
67	I	DE	W000669	Josiah oliver Wolcott	1
67	II	DE	B000100	Lewis heisler Ball	1
67	I	FL	T000353	Park Trammell	1
67	III	FL	F000200	Duncan upshaw Fletcher	1
67	II	GA	H000259	William julius Harris	1
67	III	GA	F000069	Rebecca latimer Felton	1
67	III	GA	G000131	Walter franklin George	1
67	III	GA	W000205	Thomas edward Watson	1
67	III	IA	C000988	Albert baird Cummins	1
67	II	IA	B000873	Smith wildman Brookhart	1
67	II	IA	K000129	William squire Kenyon	1
67	II	IA	R000075	Charles augustus Rawson	1
67	II	ID	B000634	William edgar Borah	1
67	III	ID	G000288	Frank robert Gooding	1
67	II	IL	M000369	Joseph medill Mccormick	1
67	III	IL	M000521	William brown Mckinley	1
67	I	IN	N000059	Harry stewart New	1
67	III	IN	W000203	James eli Watson	1
67	II	KS	C000133	Arthur Capper	1
67	III	KS	C001008	Charles Curtis	1
67	II	KY	S000796	Augustus owsley Stanley	1
67	III	KY	E000206	Richard pretlow Ernst	1
67	II	LA	R000059	Joseph eugene Ransdell	1
67	III	LA	B000895	Edwin sidney Broussard	1
67	I	MA	L000393	Henry cabot Lodge	1
67	II	MA	W000097	David ignatius Walsh	1
67	I	MD	F000333	Joseph irwin France	1
67	III	MD	W000276	Ovington eugene Weller	1
67	I	ME	H000031	Frederick Hale	1
67	II	ME	F000084	Bert manfred Fernald	1
67	I	MI	T000330	Charles elroy Townsend	1
67	II	MI	C000812	James Couzens	1
67	II	MI	N000062	Truman handy Newberry	1
67	I	MN	K000065	Frank billings Kellogg	1
67	II	MN	N000040	Knute Nelson	1
67	I	MO	R000118	James alexander Reed	1
67	III	MO	S000730	Selden palmer Spencer	1
67	I	MS	W000521	John sharp Williams	1
67	II	MS	H000265	Byron patton (pat) Harrison	1
67	I	MT	M001129	Henry lee Myers	1
67	II	MT	W000104	Thomas james Walsh	1
67	II	NC	S000415	Furnifold mclendel Simmons	1
67	III	NC	O000140	Lee slater Overman	1
67	I	ND	M000397	Porter james Mccumber	1
67	III	ND	L000012	Edwin fremont Ladd	1
67	I	NE	H000645	Gilbert monell Hitchcock	1
67	II	NE	N000139	George william Norris	1
67	II	NH	K000161	Henry wilder Keyes	1
67	III	NH	M001028	George higgins Moses	1
67	I	NJ	F000370	Joseph sherman Frelinghuysen	1
67	II	NJ	E000044	Walter evans Edge	1
67	I	NM	J000210	Andrieus aristieus Jones	1
67	II	NM	B001144	Holm olaf Bursum	1
67	II	NM	F000011	Albert bacon Fall	0
67	I	NV	P000372	Key Pittman	1
67	III	NV	O000035	Tasker lowndes Oddie	1
67	I	NY	C000025	William musgrave Calder	1
67	III	NY	W000012	James wolcott, jr. Wadsworth	1
67	I	OH	P000420	Atlee Pomerene	1
67	III	OH	W000561	Frank bartlett Willis	1
67	II	OK	O000153	Robert latham Owen	1
67	III	OK	H000227	John william Harreld	1
67	II	OR	M000583	Charles linza Mcnary	1
67	III	OR	S000791	Robert nelson Stanfield	1
67	I	PA	C000938	William evans Crow	1
67	I	PA	R000114	David aiken Reed	1
67	III	PA	P000217	Boies Penrose	1
67	III	PA	P000219	George wharton Pepper	1
67	I	RI	G000141	Peter goelet Gerry	1
67	II	RI	C000651	Lebaron bradford Colt	1
67	II	SC	D000298	Nathaniel barksdale Dial	1
67	III	SC	S000530	Ellison durant Smith	1
67	II	SD	S000872	Thomas Sterling	1
67	III	SD	N000132	Peter Norbeck	1
67	I	TN	M000499	Kenneth douglas Mckellar	1
67	II	TN	S000363	John knight Shields	1
67	I	TX	C000963	Charles allen Culberson	1
67	II	TX	S000337	Morris Sheppard	1
67	I	UT	K000216	William henry King	1
67	III	UT	S000644	Reed Smoot	1
67	I	VA	S001094	Claude augustus Swanson	1
67	II	VA	G000232	Carter Glass	1
67	I	VT	P000014	Carroll smalley Page	1
67	III	VT	D000347	William paul Dillingham	1
67	I	WA	P000403	Miles Poindexter	1
67	III	WA	J000257	Wesley livsey Jones	1
67	I	WI	L000004	Robert marion La follette	1
67	III	WI	L000241	Irvine luther Lenroot	1
67	I	WV	S001081	Howard Sutherland	1
67	II	WV	E000109	Davis Elkins	1
67	I	WY	K000098	John benjamin Kendrick	1
67	II	WY	W000164	Francis emroy Warren	1
68	II	AL	H000446	James thomas Heflin	1
68	III	AL	U000013	Oscar wilder Underwood	1
68	II	AR	R000347	Joseph taylor Robinson	1
68	III	AR	C000139	Thaddeus horatius Caraway	1
68	I	AZ	A000319	Henry fountain Ashurst	1
68	III	AZ	C000066	Ralph henry Cameron	1
68	I	CA	J000140	Hiram warren Johnson	1
68	III	CA	S000380	Samuel morgan Shortridge	1
68	II	CO	P000317	Lawrence cowle Phipps	1
68	III	CO	A000028	Alva blanchard Adams	1
68	III	CO	M000621	Rice william Means	1
68	III	CO	N000101	Samuel danford Nicholson	1
68	I	CT	M000547	George payne Mclean	1
68	III	CT	B000769	Frank bosworth Brandegee	1
68	I	DE	B000252	Thomas francis, jr. Bayard	1
68	II	DE	B000100	Lewis heisler Ball	1
68	I	FL	T000353	Park Trammell	1
68	III	FL	F000200	Duncan upshaw Fletcher	1
68	II	GA	H000259	William julius Harris	1
68	III	GA	G000131	Walter franklin George	1
68	III	IA	C000988	Albert baird Cummins	1
68	II	IA	B000873	Smith wildman Brookhart	1
68	II	ID	B000634	William edgar Borah	1
68	III	ID	G000288	Frank robert Gooding	1
68	II	IL	D000233	Charles samuel Deneen	1
68	II	IL	M000369	Joseph medill Mccormick	1
68	III	IL	M000521	William brown Mckinley	1
68	I	IN	R000020	Samuel moffett Ralston	1
68	III	IN	W000203	James eli Watson	1
68	II	KS	C000133	Arthur Capper	1
68	III	KS	C001008	Charles Curtis	1
68	II	KY	S000796	Augustus owsley Stanley	1
68	III	KY	E000206	Richard pretlow Ernst	1
68	II	LA	R000059	Joseph eugene Ransdell	1
68	III	LA	B000895	Edwin sidney Broussard	1
68	I	MA	B001196	William morgan Butler	1
68	I	MA	L000393	Henry cabot Lodge	1
68	II	MA	W000097	David ignatius Walsh	1
68	I	MD	B000972	William cabell Bruce	1
68	III	MD	W000276	Ovington eugene Weller	1
68	I	ME	H000031	Frederick Hale	1
68	II	ME	F000084	Bert manfred Fernald	1
68	I	MI	F000092	Woodbridge nathan Ferris	1
68	II	MI	C000812	James Couzens	1
68	I	MN	S000369	Henrik Shipstead	1
68	II	MN	J000161	Magnus Johnson	1
68	II	MN	N000040	Knute Nelson	1
68	I	MO	R000118	James alexander Reed	1
68	III	MO	S000730	Selden palmer Spencer	1
68	I	MS	S000857	Hubert durrett Stephens	1
68	II	MS	H000265	Byron patton (pat) Harrison	1
68	I	MT	W000330	Burton kendall Wheeler	1
68	II	MT	W000104	Thomas james Walsh	1
68	II	NC	S000415	Furnifold mclendel Simmons	1
68	III	NC	O000140	Lee slater Overman	1
68	I	ND	F000354	Lynn joseph Frazier	1
68	III	ND	L000012	Edwin fremont Ladd	1
68	I	NE	H000868	Robert beecher Howell	1
68	II	NE	N000139	George william Norris	1
68	II	NH	K000161	Henry wilder Keyes	1
68	III	NH	M001028	George higgins Moses	1
68	I	NJ	E000066	Edward irving Edwards	1
68	II	NJ	E000044	Walter evans Edge	1
68	I	NM	J000210	Andrieus aristieus Jones	1
68	II	NM	B001144	Holm olaf Bursum	1
68	I	NV	P000372	Key Pittman	1
68	III	NV	O000035	Tasker lowndes Oddie	1
68	I	NY	C000769	Royal samuel Copeland	1
68	III	NY	W000012	James wolcott, jr. Wadsworth	1
68	I	OH	F000096	Simeon davison Fess	1
68	III	OH	W000561	Frank bartlett Willis	1
68	II	OK	O000153	Robert latham Owen	1
68	III	OK	H000227	John william Harreld	1
68	II	OR	M000583	Charles linza Mcnary	1
68	III	OR	S000791	Robert nelson Stanfield	1
68	I	PA	R000114	David aiken Reed	1
68	III	PA	P000219	George wharton Pepper	1
68	I	RI	G000141	Peter goelet Gerry	1
68	II	RI	C000651	Lebaron bradford Colt	1
68	II	RI	M000670	Jesse houghton Metcalf	1
68	II	SC	D000298	Nathaniel barksdale Dial	1
68	III	SC	S000530	Ellison durant Smith	1
68	II	SD	S000872	Thomas Sterling	1
68	III	SD	N000132	Peter Norbeck	1
68	I	TN	M000499	Kenneth douglas Mckellar	1
68	II	TN	S000363	John knight Shields	1
68	I	TX	M000281	Earle bradford Mayfield	1
68	II	TX	S000337	Morris Sheppard	1
68	I	UT	K000216	William henry King	1
68	III	UT	S000644	Reed Smoot	1
68	I	VA	S001094	Claude augustus Swanson	1
68	II	VA	G000232	Carter Glass	1
68	I	VT	G000425	Frank lester Greene	1
68	III	VT	D000009	Porter hinman Dale	1
68	III	VT	D000347	William paul Dillingham	1
68	I	WA	D000345	Clarence cleveland Dill	1
68	III	WA	J000257	Wesley livsey Jones	1
68	I	WI	L000004	Robert marion La follette	1
68	III	WI	L000241	Irvine luther Lenroot	1
68	I	WV	N000023	Matthew mansfield Neely	1
68	II	WV	E000109	Davis Elkins	1
68	I	WY	K000098	John benjamin Kendrick	1
68	II	WY	W000164	Francis emroy Warren	1
69	II	AL	H000446	James thomas Heflin	1
69	III	AL	U000013	Oscar wilder Underwood	1
69	II	AR	R000347	Joseph taylor Robinson	1
69	III	AR	C000139	Thaddeus horatius Caraway	1
69	I	AZ	A000319	Henry fountain Ashurst	1
69	III	AZ	C000066	Ralph henry Cameron	1
69	I	CA	J000140	Hiram warren Johnson	1
69	III	CA	S000380	Samuel morgan Shortridge	1
69	II	CO	P000317	Lawrence cowle Phipps	1
69	III	CO	M000621	Rice william Means	1
69	I	CT	M000547	George payne Mclean	1
69	III	CT	B000470	Hiram Bingham	1
69	I	DE	B000252	Thomas francis, jr. Bayard	1
69	II	DE	D000560	Thomas coleman Du pont	1
69	I	FL	T000353	Park Trammell	1
69	III	FL	F000200	Duncan upshaw Fletcher	1
69	II	GA	H000259	William julius Harris	1
69	III	GA	G000131	Walter franklin George	1
69	III	IA	C000988	Albert baird Cummins	1
69	II	IA	S000826	Daniel frederic Steck	1
69	III	IA	S000906	David wallace Stewart	1
69	II	IA	B000873	Smith wildman Brookhart	1
69	II	ID	B000634	William edgar Borah	1
69	III	ID	G000288	Frank robert Gooding	1
69	II	IL	D000233	Charles samuel Deneen	1
69	III	IL	M000521	William brown Mckinley	1
69	III	IL	S000534	Frank leslie Smith	1
69	I	IN	R000020	Samuel moffett Ralston	1
69	I	IN	R000332	Arthur raymond Robinson	1
69	III	IN	W000203	James eli Watson	1
69	II	KS	C000133	Arthur Capper	1
69	III	KS	C001008	Charles Curtis	1
69	II	KY	S000006	Frederic mosley Sackett	1
69	III	KY	E000206	Richard pretlow Ernst	1
69	II	LA	R000059	Joseph eugene Ransdell	1
69	III	LA	B000895	Edwin sidney Broussard	1
69	I	MA	B001196	William morgan Butler	1
69	II	MA	G000201	Frederick huntington Gillett	1
69	I	MA	W000097	David ignatius Walsh	1
69	I	MD	B000972	William cabell Bruce	1
69	III	MD	W000276	Ovington eugene Weller	1
69	I	ME	H000031	Frederick Hale	1
69	II	ME	F000084	Bert manfred Fernald	1
69	II	ME	G000340	Arthur robinson Gould	1
69	I	MI	F000092	Woodbridge nathan Ferris	1
69	II	MI	C000812	James Couzens	1
69	I	MN	S000369	Henrik Shipstead	1
69	II	MN	S000113	Thomas david Schall	1
69	I	MO	R000118	James alexander Reed	1
69	III	MO	H000362	Harry bartow Hawes	1
69	III	MO	S000730	Selden palmer Spencer	1
69	III	MO	W000499	George howard Williams	1
69	I	MS	S000857	Hubert durrett Stephens	1
69	II	MS	H000265	Byron patton (pat) Harrison	1
69	I	MT	W000330	Burton kendall Wheeler	1
69	II	MT	W000104	Thomas james Walsh	1
